City,Region,Country,ParentLocation,AirQuality,WaterPollution
Missoula,Montana,United States of America,Americas,79.6875,22.91666667
Cienfuegos,Cienfuegos Province,Cuba,Americas,0,100
Sao Jose dos Campos,Sao Paulo,Brazil,Americas,69,26.47058824
Santo Andre,Sao Paulo,Brazil,Americas,50,0
Ciudad del Este,Alto Parana Department,Paraguay,Americas,100,0
Londrina,Parana,Brazil,Americas,80,35
Boulder,Colorado,United States of America,Americas,85,47.91666667
Juiz de Fora,Minas Gerais,Brazil,Americas,80,58.33333333
Duque de Caxias,Rio de Janeiro,Brazil,Americas,12.5,50
Iquitos,Loreto,Peru,Americas,25,75
Canoas,Rio Grande do Sul,Brazil,Americas,62.5,87.5
Uberlandia,Minas Gerais,Brazil,Americas,87.5,37.5
Mogi das Cruzes,Sao Paulo,Brazil,Americas,90,20
Sao Carlos,Sao Paulo,Brazil,Americas,80,45
Feira de Santana,Bahia,Brazil,Americas,62.5,62.5
Tacoma,Washington,United States of America,Americas,78.94736842,50
Kitchener,Ontario,Canada,Americas,80.43478261,30.26315789
Aguascalientes City,Aguascalientes,Mexico,Americas,73.61111111,48.61111111
Foz do Iguacu,Parana,Brazil,Americas,100,33.33333333
Kingston,Ontario,Canada,Americas,83.33333333,29.54545455
Whistler,British Columbia,Canada,Americas,100,50
San Luis Potosi,San Luis Potosi,Mexico,Americas,48.21428571,59.61538462
Modesto,California,United States of America,Americas,46.66666667,54.54545455
Granada,Granada Department,Nicaragua,Americas,25,25
Cascavel,Parana,Brazil,Americas,100,37.5
Aspen,Colorado,United States of America,Americas,75,50
Tuxtla Gutierrez,Chiapas,Mexico,Americas,75,31.25
Tepic,Nayarit,Mexico,Americas,100,50
Vallejo,California,United States of America,Americas,100,50
Thousand Oaks,California,United States of America,Americas,92.5,20.83333333
Sunnyvale,California,United States of America,Americas,77.08333333,55.55555556
Maringa,Parana,Brazil,Americas,95.83333333,25
Santa Marta,Magdalena Department,Colombia,Americas,50,71.42857143
Toluca,State of Mexico,Mexico,Americas,25,41.66666667
Oxnard,California,United States of America,Americas,95,0
Ambato,Tungurahua Province,Ecuador,Americas,72.22222222,75
Villahermosa,Tabasco,Mexico,Americas,56.25,43.75
Oshawa,Ontario,Canada,Americas,84.09090909,32.14285714
Antigua Guatemala,Sacatepequez Department,Guatemala,Americas,32.14285714,53.57142857
Santa Rosa,California,United States of America,Americas,81.25,29.54545455
Rapid City,South Dakota,United States of America,Americas,92.5,37.5
Binghamton,New York,United States of America,Americas,62.5,62.5
Bellevue,Washington,United States of America,Americas,94.23076923,19.44444444
Trujillo,La Libertad,Peru,Americas,50,37.5
Fayetteville,Arkansas,United States of America,Americas,94.44444444,20
Macon,Georgia,United States of America,Americas,60,50
Xalapa,Veracruz,Mexico,Americas,62.5,18.75
Comodoro Rivadavia,Chubut Province,Argentina,Americas,85.71428571,58.33333333
Walla Walla,Washington,United States of America,Americas,100,0
Ibague,Tolima Department,Colombia,Americas,56.61764706,79.04411765
Casper,Wyoming,United States of America,Americas,100,33.33333333
Redmond,Washington,United States of America,Americas,87.5,33.33333333
Piura,Piura,Peru,Americas,25,75
Kelowna,British Columbia,Canada,Americas,79.87804878,32.43243243
Peoria,Illinois,United States of America,Americas,96.875,29.16666667
Aberdeen,Washington,United States of America,Americas,100,0
Rockford,Illinois,United States of America,Americas,60.71428571,60
Vancouver,Washington,United States of America,Americas,73.07692308,29.80769231
Erie,Pennsylvania,United States of America,Americas,80,100
Hollywood,Florida,United States of America,Americas,100,37.5
Aberdeen,South Dakota,United States of America,Americas,50,83.33333333
Tunja,Boyaca Department,Colombia,Americas,100,75
Reading,Pennsylvania,United States of America,Americas,87.5,50
Brunswick,Vermont,United States of America,Americas,100,37.5
Columbus,Georgia,United States of America,Americas,82.5,45
Mission,Texas,United States of America,Americas,100,0
Bauru,Sao Paulo,Brazil,Americas,58.33333333,50
Huntington,West Virginia,United States of America,Americas,75,25
Kingsport,Tennessee,United States of America,Americas,56.25,93.75
Ponta Grossa,Parana,Brazil,Americas,62.5,37.5
Naperville,Illinois,United States of America,Americas,83.33333333,12.5
Bucaramanga,Santander Department,Colombia,Americas,40,25
Burnaby,British Columbia,Canada,Americas,77.77777778,41.07142857
Clearwater,Florida,United States of America,Americas,85.71428571,35.71428571
Clifton,New Jersey,United States of America,Americas,100,0
Naples,Florida,United States of America,Americas,80.76923077,30.76923077
Chiclayo,Lambayeque,Peru,Americas,50,50
Aurora,Ontario,Canada,Americas,50,37.5
Newport Beach,California,United States of America,Americas,93.75,25
Lethbridge,Alberta,Canada,Americas,68.75,36.36363636
Contagem,Minas Gerais,Brazil,Americas,50,75
Scranton,Pennsylvania,United States of America,Americas,92.85714286,41.66666667
Abbotsford,British Columbia,Canada,Americas,64.28571429,36.45833333
Niagara Falls,Ontario,Canada,Americas,83.33333333,43.75
San Pedro Sula,Cortes Department,Honduras,Americas,28.57142857,67.85714286
Jundiai,Sao Paulo,Brazil,Americas,67.85714286,5
Volta Redonda,Rio de Janeiro,Brazil,Americas,50,50
David,Chiriqui Province,Panama,Americas,80,30
Teixeira de Freitas,Bahia,Brazil,Americas,25,100
Albany,Georgia,United States of America,Americas,75,16.66666667
Duluth,Georgia,United States of America,Americas,50,0
Blacksburg,Virginia,United States of America,Americas,75,0
Newport,New Hampshire,United States of America,Americas,100,0
Rio Claro,Sao Paulo,Brazil,Americas,25,50
Middletown,New York,United States of America,Americas,100,25
Joplin,Missouri,United States of America,Americas,79.16666667,18.75
San Juan de Pasto,Narino Department,Colombia,Americas,70,75
Lancaster,Pennsylvania,United States of America,Americas,66.66666667,45
Pocatello,Idaho,United States of America,Americas,83.33333333,87.5
Novo Hamburgo,Rio Grande do Sul,Brazil,Americas,87.5,0
Simi Valley,California,United States of America,Americas,82.14285714,25
Fairfield,California,United States of America,Americas,87.5,37.5
Guarapuava,Parana,Brazil,Americas,100,0
Bangor,Maine,United States of America,Americas,87.5,12.5
Rockville,Maryland,United States of America,Americas,87.5,50
Laramie,Wyoming,United States of America,Americas,100,0
Armenia,Quindio Department,Colombia,Americas,62.5,37.5
Nuevo Laredo,Tamaulipas State,Mexico,Americas,37.5,68.75
Parkersburg,West Virginia,United States of America,Americas,0,100
Fayetteville,North Carolina,United States of America,Americas,77.08333333,66.66666667
Schenectady,New York,United States of America,Americas,50,50
Maracay,Aragua,Venezuela,Americas,25,100
Vila Velha,Espirito Santo,Brazil,Americas,33.33333333,41.66666667
Quetzaltenango,Quetzaltenango Department,Guatemala,Americas,29.16666667,75
Newport News,Virginia,United States of America,Americas,66.66666667,62.5
Popayan,Cauca Department,Colombia,Americas,100,25
Salto,Salto Department,Uruguay,Americas,100,25
Inuvik,Northwest Territories,Canada,Americas,87.5,50
Holland,Indiana,United States of America,Americas,75,75
Adelanto,California,United States of America,Americas,50,50
Goldsboro,North Carolina,United States of America,Americas,60,100
Chester,Pennsylvania,United States of America,Americas,87.5,50
Medicine Hat,Alberta,Canada,Americas,87.5,34.375
El Cajon,California,United States of America,Americas,50,25
Pembroke Pines,Florida,United States of America,Americas,100,75
Adrian,Georgia,United States of America,Americas,83.33333333,87.5
Escondido,California,United States of America,Americas,75,12.5
Farmville,North Carolina,United States of America,Americas,75,25
Gouyave,Saint John Parish,Grenada,Americas,50,75
Valledupar,Cesar Department,Colombia,Americas,50,50
Latacunga,Cotopaxi Province,Ecuador,Americas,58.33333333,91.66666667
Puerto la Cruz,Anzoategui,Venezuela,Americas,25,100
Hattiesburg,Mississippi,United States of America,Americas,82.14285714,41.66666667
Whitby,Ontario,Canada,Americas,86.53846154,17.30769231
Ajax,Ontario,Canada,Americas,87.5,38.63636364
Pickering,Ontario,Canada,Americas,75,50
Des Plaines,Illinois,United States of America,Americas,100,50
Torreon,Coahuila,Mexico,Americas,47.22222222,50
Paradise,California,United States of America,Americas,75,50
Surrey,British Columbia,Canada,Americas,71.73913043,33.33333333
Barcelona,Anzoategui,Venezuela,Americas,12.5,50
Everett,Washington,United States of America,Americas,88.63636364,32.14285714
Columbia,Maryland,United States of America,Americas,100,25
Airdrie,Alberta,Canada,Americas,62.5,25
Welland,Ontario,Canada,Americas,45,45
Oakville,Ontario,Canada,Americas,80,33.33333333
Milton,Ontario,Canada,Americas,81.81818182,29.54545455
Temple,Texas,United States of America,Americas,100,0
Bellingham,Washington,United States of America,Americas,94.73684211,30
Chico,California,United States of America,Americas,72.5,50
Alton,Illinois,United States of America,Americas,25,75
Amargosa Valley,Nevada,United States of America,Americas,25,100
Moncton,New Brunswick,Canada,Americas,83.33333333,23.52941176
Chetumal,Quintana Roo,Mexico,Americas,75,50
Sao Joao de Meriti,Rio de Janeiro,Brazil,Americas,0,75
Barueri,Sao Paulo,Brazil,Americas,50,50
Grand Island,Nebraska,United States of America,Americas,75,0
Kenosha,Wisconsin,United States of America,Americas,87.5,12.5
White Plains,New York,United States of America,Americas,37.5,62.5
Urbana,Illinois,United States of America,Americas,87.5,12.5
Cape Coral,Florida,United States of America,Americas,75,25
Sault Ste. Marie,Ontario,Canada,Americas,50,53.33333333
Great Falls,Montana,United States of America,Americas,75,25
Americana,Sao Paulo,Brazil,Americas,25,75
Nova Friburgo,Rio de Janeiro,Brazil,Americas,100,0
Huancayo,Junin,Peru,Americas,75,75
Ames,Iowa,United States of America,Americas,66.66666667,50
Kamloops,British Columbia,Canada,Americas,71.42857143,25
Macae,Rio de Janeiro,Brazil,Americas,100,37.5
Bridgewater,Nova Scotia,Canada,Americas,100,0
Wolfville,Nova Scotia,Canada,Americas,75,0
Riobamba,Chimborazo Province,Ecuador,Americas,100,75
Spanish Fork,Utah,United States of America,Americas,75,0
Logan,Utah,United States of America,Americas,67.85714286,0
Tooele,Utah,United States of America,Americas,100,50
Farmington,Utah,United States of America,Americas,100,50
Lewiston,Utah,United States of America,Americas,75,0
Berkeley,California,United States of America,Americas,79.16666667,36.11111111
Port Perry,Ontario,Canada,Americas,100,37.5
Ann Arbor,Michigan,United States of America,Americas,76.31578947,51.78571429
Pasadena,California,United States of America,Americas,65,20
Key West,Florida,United States of America,Americas,100,0
Duluth,Minnesota,United States of America,Americas,96.42857143,25
Glendale,California,United States of America,Americas,77.5,45.83333333
San Bernardino,California,United States of America,Americas,0,50
Pensacola,Florida,United States of America,Americas,66.17647059,53.125
Cedar Rapids,Iowa,United States of America,Americas,89.28571429,25
Evansville,Indiana,United States of America,Americas,68.75,37.5
Kansas City,Kansas,United States of America,Americas,68.75,31.25
Rochester,Minnesota,United States of America,Americas,80.55555556,62.5
Mountain View,California,United States of America,Americas,91.66666667,33.33333333
Pomona,California,United States of America,Americas,37.5,75
South Bend,Indiana,United States of America,Americas,92.85714286,33.33333333
Minot,North Dakota,United States of America,Americas,68.75,75
Monterey,California,United States of America,Americas,91.66666667,34.375
Iowa City,Iowa,United States of America,Americas,83.33333333,37.5
St. Augustine,Florida,United States of America,Americas,87.5,62.5
Gainesville,Florida,United States of America,Americas,87.5,34.375
Palm Springs,California,United States of America,Americas,43.75,87.5
Salinas,California,United States of America,Americas,100,50
Ontario,California,United States of America,Americas,33.33333333,25
Eureka,California,United States of America,Americas,100,0
Oceanside,California,United States of America,Americas,75,75
Palmdale,California,United States of America,Americas,32.14285714,50
Torrance,California,United States of America,Americas,75,0
Sioux City,Iowa,United States of America,Americas,100,50
Bloomington,Indiana,United States of America,Americas,83.33333333,55
Ventura,California,United States of America,Americas,85,35
Concord,California,United States of America,Americas,62.5,12.5
Flint,Michigan,United States of America,Americas,62.5,87.5
Gulfport,Mississippi,United States of America,Americas,100,0
Daytona Beach,Florida,United States of America,Americas,96.42857143,46.42857143
Biloxi,Mississippi,United States of America,Americas,100,50
Fort Collins,Colorado,United States of America,Americas,86.84210526,35
Alameda,California,United States of America,Americas,62.5,37.5
Carlsbad,California,United States of America,Americas,75,25
Hayward,California,United States of America,Americas,87.5,25
Fontana,California,United States of America,Americas,45,35
Santa Clarita,California,United States of America,Americas,87.5,31.25
Canton,Ohio,United States of America,Americas,83.33333333,25
Roseville,California,United States of America,Americas,93.75,40
Anderson,Indiana,United States of America,Americas,90,25
Sarasota,Florida,United States of America,Americas,90.38461538,25
Williamsburg,Virginia,United States of America,Americas,100,0
Winchester,Virginia,United States of America,Americas,100,50
Terre Haute,Indiana,United States of America,Americas,75,12.5
Walnut Creek,California,United States of America,Americas,83.33333333,8.333333333
Lawrence,Kansas,United States of America,Americas,87.5,50
Owensboro,Kentucky,United States of America,Americas,60.71428571,66.66666667
Carson,California,United States of America,Americas,25,100
Corona,California,United States of America,Americas,50,37.5
Lancaster,California,United States of America,Americas,87.5,12.5
Fullerton,California,United States of America,Americas,100,25
Victorville,California,United States of America,Americas,85.71428571,50
Antioch,California,United States of America,Americas,0,75
Redding,California,United States of America,Americas,72.22222222,45.83333333
Rancho Cucamonga,California,United States of America,Americas,66.66666667,16.66666667
El Centro,California,United States of America,Americas,78.57142857,66.66666667
Visalia,California,United States of America,Americas,40,75
Idaho Falls,Idaho,United States of America,Americas,95.83333333,16.66666667
Tyler,Texas,United States of America,Americas,66.66666667,45.83333333
Merced,California,United States of America,Americas,87.5,50
Costa Mesa,California,United States of America,Americas,56.25,40
Yakima,Washington,United States of America,Americas,78.125,31.25
Coeur d'Alene,Idaho,United States of America,Americas,79.16666667,50
Moscow,Idaho,United States of America,Americas,37.5,62.5
Overland Park,Kansas,United States of America,Americas,98.21428571,16.66666667
Lewiston,Maine,United States of America,Americas,100,50
Coatzacoalcos,Veracruz,Mexico,Americas,50,83.33333333
Lawton,Oklahoma,United States of America,Americas,100,50
Guelph,Ontario,Canada,Americas,86.9047619,26.47058824
Ayacucho,Ayacucho,Peru,Americas,100,0
Franca,Sao Paulo,Brazil,Americas,100,50
Redwood City,California,United States of America,Americas,100,0
Coral Springs,Florida,United States of America,Americas,100,50
Decatur,Illinois,United States of America,Americas,70.83333333,37.5
Mission Viejo,California,United States of America,Americas,75,75
Fort Myers,Florida,United States of America,Americas,70.58823529,85
Albany,Oregon,United States of America,Americas,75,12.5
Chimbote,Ancash,Peru,Americas,0,100
Presidente Prudente,Sao Paulo,Brazil,Americas,68.75,12.5
Passo Fundo,Rio Grande do Sul,Brazil,Americas,50,75
Encinitas,California,United States of America,Americas,75,12.5
Alexandria,Minnesota,United States of America,Americas,100,25
La Vega,La Vega Province,Dominican Republic,Americas,33.33333333,93.75
Arnprior,Ontario,Canada,Americas,100,25
Twin Falls,Idaho,United States of America,Americas,75,75
Merrillville,Indiana,United States of America,Americas,87.5,50
Ankeny,Iowa,United States of America,Americas,100,50
Bozeman,Montana,United States of America,Americas,100,5.555555556
Greenville,South Carolina,United States of America,Americas,91.25,18.33333333
New Braunfels,Texas,United States of America,Americas,100,31.25
Pittsfield,Illinois,United States of America,Americas,100,50
Wheaton,Illinois,United States of America,Americas,100,0
Macomb,Illinois,United States of America,Americas,75,0
McHenry,Illinois,United States of America,Americas,75,75
Lockport,Illinois,United States of America,Americas,100,0
Quincy,Illinois,United States of America,Americas,91.66666667,25
Corning,New York,United States of America,Americas,100,37.5
Crystal Lake,Illinois,United States of America,Americas,68.75,25
Bloomington,Illinois,United States of America,Americas,93.75,25
Collinsville,Illinois,United States of America,Americas,75,25
Rock Island,Illinois,United States of America,Americas,79.16666667,50
Champaign,Illinois,United States of America,Americas,58.33333333,33.33333333
Mount Vernon,Illinois,United States of America,Americas,100,0
Morden,Manitoba,Canada,Americas,25,50
Burlington,Iowa,United States of America,Americas,87.5,37.5
DeKalb,Illinois,United States of America,Americas,75,50
Cabudare,Lara,Venezuela,Americas,0,100
Bradenton,Florida,United States of America,Americas,83.33333333,42.85714286
Hazel Park,Michigan,United States of America,Americas,25,25
Kissimmee,Florida,United States of America,Americas,70,68.75
Fort Pierce,Florida,United States of America,Americas,75,0
Deerfield Beach,Florida,United States of America,Americas,91.66666667,36.11111111
Paso Robles,California,United States of America,Americas,100,75
Germantown,Tennessee,United States of America,Americas,100,25
Prince George,British Columbia,Canada,Americas,58.33333333,41.66666667
Florence,South Carolina,United States of America,Americas,100,50
Balneario Camboriu,Santa Catarina,Brazil,Americas,25,87.5
Yucaipa,California,United States of America,Americas,50,75
Powell River,British Columbia,Canada,Americas,100,0
East Chicago,Indiana,United States of America,Americas,100,50
Temixco,Morelos,Mexico,Americas,100,75
Iguala,Guerrero,Mexico,Americas,85,75
Lorain,Ohio,United States of America,Americas,0,50
Palm Coast,Florida,United States of America,Americas,90,55
Fairfax,South Carolina,United States of America,Americas,78.33333333,28.84615385
Indaiatuba,Sao Paulo,Brazil,Americas,87.5,31.25
Apple Valley,California,United States of America,Americas,100,0
Teresopolis,Rio de Janeiro,Brazil,Americas,75,100
Araraquara,Sao Paulo,Brazil,Americas,58.33333333,50
Aracatuba,Sao Paulo,Brazil,Americas,50,0
Thomasville,North Carolina,United States of America,Americas,87.5,50
High Point,North Carolina,United States of America,Americas,75,12.5
Norwich,Connecticut,United States of America,Americas,92.85714286,50
San Rafael,California,United States of America,Americas,100,0
Montego Bay,Cornwall County,Jamaica,Americas,50,73.21428571
Lafayette,Indiana,United States of America,Americas,66.66666667,56.25
Neiva,Huila Department,Colombia,Americas,75,75
Waterloo,Ontario,Canada,Americas,84.72222222,34.72222222
Lakeland,Florida,United States of America,Americas,100,45
Barrington,Rhode Island,United States of America,Americas,50,25
Lomas de Zamora,Buenos Aires Province,Argentina,Americas,62.5,37.5
Grande Prairie,Alberta,Canada,Americas,87.5,15.625
Coquitlam,British Columbia,Canada,Americas,80.95238095,30.88235294
Santa Maria,California,United States of America,Americas,83.33333333,75
Portmore,Middlesex County,Jamaica,Americas,38.33333333,70.45454545
Asheville,North Carolina,United States of America,Americas,88.88888889,48
Gainesville,Georgia,United States of America,Americas,100,50
Embu das Artes,Sao Paulo,Brazil,Americas,50,50
Dourados,Mato Grosso do Sul,Brazil,Americas,75,75
Diadema,Sao Paulo,Brazil,Americas,41.66666667,75
Montes Claros,Minas Gerais,Brazil,Americas,50,25
Morgantown,West Virginia,United States of America,Americas,86.11111111,75
Atascadero,California,United States of America,Americas,100,100
Ensenada,Baja California,Mexico,Americas,79.41176471,50
Cartagena,Bolivar Department,Colombia,Americas,60,65
Citrus Heights,California,United States of America,Americas,100,50
Wilmington,North Carolina,United States of America,Americas,100,50
Tupelo,Mississippi,United States of America,Americas,85.71428571,25
Perry,Georgia,United States of America,Americas,87.5,50
Davis,California,United States of America,Americas,75,25
College Park,Maryland,United States of America,Americas,100,0
Bend,Oregon,United States of America,Americas,100,0
Prince Albert,Saskatchewan,Canada,Americas,75,37.5
Chapel Hill,North Carolina,United States of America,Americas,83.33333333,41.66666667
Pueblo,Colorado,United States of America,Americas,95,50
Clinton,Iowa,United States of America,Americas,87.5,50
Renton,Washington,United States of America,Americas,62.5,16.66666667
San Francisco de Macoris,Duarte Province,Dominican Republic,Americas,75,25
Fort Smith,Northwest Territories,Canada,Americas,100,50
Sao Leopoldo,Rio Grande do Sul,Brazil,Americas,75,100
Campos dos Goytacazes,Rio de Janeiro,Brazil,Americas,65,50
Highland,California,United States of America,Americas,50,100
Bowling Green,Kentucky,United States of America,Americas,91.66666667,100
Bremerton,Washington,United States of America,Americas,100,25
College Station,Texas,United States of America,Americas,77.5,35
Huaral,Lima region,Peru,Americas,50,25
San Ignacio,Cayo District,Belize,Americas,100,75
Ashland,Ohio,United States of America,Americas,83.33333333,8.333333333
Viamao,Rio Grande do Sul,Brazil,Americas,100,50
Greensburg,Pennsylvania,United States of America,Americas,87.5,50
Cabo Frio,Rio de Janeiro,Brazil,Americas,87.5,62.5
St. Cloud,Minnesota,United States of America,Americas,100,0
Marilia,Sao Paulo,Brazil,Americas,83.33333333,0
Reynosa,Tamaulipas State,Mexico,Americas,62.5,58.33333333
Matamoros,Tamaulipas State,Mexico,Americas,75,56.25
Stratford,Ontario,Canada,Americas,50,41.66666667
Santa Maria,Rio Grande do Sul,Brazil,Americas,62.5,87.5
Linden,Upper Demerara-Berbice,Guyana,Americas,37.5,62.5
Butte,North Dakota,United States of America,Americas,75,56.25
Farmington,Connecticut,United States of America,Americas,75,50
New Rochelle,New York,United States of America,Americas,50,25
Puerto Penasco,Sonora,Mexico,Americas,68.75,37.5
Pleasanton,California,United States of America,Americas,100,0
Corvallis,Oregon,United States of America,Americas,75,50
Villavicencio,Meta,Colombia,Americas,100,25
Lake Forest,California,United States of America,Americas,87.5,0
Gaithersburg,Maryland,United States of America,Americas,91.66666667,12.5
Easton,Maryland,United States of America,Americas,100,50
Hyattsville,Maryland,United States of America,Americas,50,75
Fairfield,Connecticut,United States of America,Americas,79.16666667,62.5
Trumbull,Connecticut,United States of America,Americas,91.66666667,25
Laurel,Maryland,United States of America,Americas,87.5,50
Athens,Ohio,United States of America,Americas,100,0
Hagerstown,Maryland,United States of America,Americas,87.5,50
Salisbury,Maryland,United States of America,Americas,100,0
Georgetown,Delaware,United States of America,Americas,100,50
Milton,Delaware,United States of America,Americas,50,100
Richmond,Kentucky,United States of America,Americas,80.26315789,47.36842105
Lages,Santa Catarina,Brazil,Americas,62.5,75
Keene,New Hampshire,United States of America,Americas,100,50
Johnson City,Tennessee,United States of America,Americas,90,20
Milagro,Guayas Province,Ecuador,Americas,0,50
Spartanburg,South Carolina,United States of America,Americas,100,25
La Chorrera,Panama Province,Panama,Americas,25,75
Peterborough,Ontario,Canada,Americas,85,20.83333333
Victoria,Texas,United States of America,Americas,100,25
Boquete,Chiriqui Province,Panama,Americas,90,43.75
Banning,California,United States of America,Americas,80,50
Barnstable,Massachusetts,United States of America,Americas,100,75
Bartlesville,Oklahoma,United States of America,Americas,75,75
Bathurst,New Brunswick,Canada,Americas,95,50
Baytown,Texas,United States of America,Americas,100,50
Beaufort,North Carolina,United States of America,Americas,50,75
Beaverlodge,Alberta,Canada,Americas,100,50
Beckley,West Virginia,United States of America,Americas,100,50
Belmont,California,United States of America,Americas,100,25
Irapuato,,Mexico,Americas,17.5,65
Bentonville,Arkansas,United States of America,Americas,91.66666667,0
York,Pennsylvania,United States of America,Americas,64.28571429,75
Delray Beach,Florida,United States of America,Americas,100,0
Newport,Oregon,United States of America,Americas,100,75
Quilmes,Buenos Aires Province,Argentina,Americas,25,25
Grass Valley,California,United States of America,Americas,62.5,62.5
Mount Vernon,New York,United States of America,Americas,100,50
Medford,Oregon,United States of America,Americas,85.71428571,25
Ukiah,California,United States of America,Americas,100,50
Dublin,California,United States of America,Americas,100,0
Ojai,California,United States of America,Americas,87.5,50
Wheeling,West Virginia,United States of America,Americas,70,75
Temecula,California,United States of America,Americas,71.42857143,27.77777778
Murrieta,California,United States of America,Americas,100,25
Indio,California,United States of America,Americas,50,25
Myrtle Beach,South Carolina,United States of America,Americas,87.5,50
Redondo Beach,California,United States of America,Americas,100,37.5
Limeira,Sao Paulo,Brazil,Americas,12.5,75
Petrolina,Pernambuco,Brazil,Americas,87.5,75
Itajai,Santa Catarina,Brazil,Americas,100,0
Kent,Washington,United States of America,Americas,100,0
Texarkana,Texas,United States of America,Americas,64.28571429,75
Kennewick,Washington,United States of America,Americas,95,20
Camarillo,California,United States of America,Americas,100,0
Kearney,Nebraska,United States of America,Americas,100,75
Klamath Falls,Oregon,United States of America,Americas,83.33333333,62.5
Roseburg,Oregon,United States of America,Americas,75,40
Danville,California,United States of America,Americas,100,75
Spanish Town,Middlesex County,Jamaica,Americas,50,100
North Charleston,South Carolina,United States of America,Americas,100,50
Jaragua do Sul,Santa Catarina,Brazil,Americas,87.5,37.5
Oroville,California,United States of America,Americas,100,0
Madera,California,United States of America,Americas,75,50
Glendora,California,United States of America,Americas,50,25
Praia Grande,Sao Paulo,Brazil,Americas,75,100
Panama City,Florida,United States of America,Americas,50,37.5
Longview,Texas,United States of America,Americas,85,75
Cary,North Carolina,United States of America,Americas,50,62.5
Hamilton,Ohio,United States of America,Americas,87.5,50
Marietta,Georgia,United States of America,Americas,80.55555556,10
Stillwater,Oklahoma,United States of America,Americas,93.75,50
Kalispell,Montana,United States of America,Americas,89.28571429,0
Livonia,Michigan,United States of America,Americas,100,25
Montclair,California,United States of America,Americas,75,0
Manhattan,Kansas,United States of America,Americas,100,0
Yucca Valley,California,United States of America,Americas,87.5,50
Summerside,Prince Edward Island,Canada,Americas,100,0
Lake Charles,Louisiana,United States of America,Americas,66.66666667,60
Yarmouth,Nova Scotia,Canada,Americas,100,25
Huntsville,Texas,United States of America,Americas,100,50
Moss Point,Mississippi,United States of America,Americas,91.66666667,50
Verona,Mississippi,United States of America,Americas,100,50
Olive Branch,Mississippi,United States of America,Americas,100,0
Freeport,,The Bahamas,Americas,75,0
Minas,Lavalleja Department,Uruguay,Americas,100,25
Harlingen,Texas,United States of America,Americas,100,0
Valparaiso,Indiana,United States of America,Americas,100,50
Jackson,Wyoming,United States of America,Americas,100,50
New Westminster,British Columbia,Canada,Americas,87.5,18.33333333
Loveland,Colorado,United States of America,Americas,72.5,35
Punta Gorda,Toledo District,Belize,Americas,100,75
Bloomfield Hills,Michigan,United States of America,Americas,0,100
Boone,North Carolina,United States of America,Americas,75,50
Bowling Green,Ohio,United States of America,Americas,100,16.66666667
Boynton Beach,Florida,United States of America,Americas,100,50
Brainerd,Minnesota,United States of America,Americas,100,50
Branson,Missouri,United States of America,Americas,100,0
Brattleboro,Vermont,United States of America,Americas,100,50
Breckenridge,Colorado,United States of America,Americas,100,25
Vanderhoof,British Columbia,Canada,Americas,100,50
North Bay,Ontario,Canada,Americas,93.75,25
Kokomo,Indiana,United States of America,Americas,90,25
Sandpoint,Idaho,United States of America,Americas,100,0
Resende,Rio de Janeiro,Brazil,Americas,62.5,50
Wisconsin Dells,Wisconsin,United States of America,Americas,100,50
Albert Lea,Minnesota,United States of America,Americas,100,25
Corcoran,California,United States of America,Americas,50,50
Bridgeton,New Jersey,United States of America,Americas,100,50
San Nicolas de los Garza,Nuevo Leon,Mexico,Americas,41.66666667,16.66666667
La Ceiba,Atlantida Department,Honduras,Americas,62.5,75
Tustin,California,United States of America,Americas,75,37.5
Ocala,Florida,United States of America,Americas,77.5,32.5
Gillette,Wyoming,United States of America,Americas,100,50
Langley,British Columbia,Canada,Americas,75,62.5
New Amsterdam,East Berbice-Corentyne,Guyana,Americas,100,50
San Angelo,Texas,United States of America,Americas,100,37.5
Colombo,Parana,Brazil,Americas,33.33333333,50
Pinehurst,Georgia,United States of America,Americas,100,0
Serra,Espirito Santo,Brazil,Americas,25,75
Tarapoto,San Martin,Peru,Americas,75,75
Imperial,California,United States of America,Americas,87.5,50
Sydney,Nova Scotia,Canada,Americas,100,25
Avellaneda,Santa Fe Province,Argentina,Americas,0,100
Largo,Florida,United States of America,Americas,75,75
San Miguelito District,Panama Province,Panama,Americas,50,50
Muncie,Indiana,United States of America,Americas,87.5,50
Elmira,New York,United States of America,Americas,100,25
Laurel,Mississippi,United States of America,Americas,87.5,50
Penticton,British Columbia,Canada,Americas,56.25,12.5
La Crosse,Wisconsin,United States of America,Americas,100,50
Guadalupe,Nuevo Leon,Mexico,Americas,50,25
St. Albert,Alberta,Canada,Americas,100,8.333333333
Itapetininga,Sao Paulo,Brazil,Americas,62.5,50
Franklin,Massachusetts,United States of America,Americas,87.5,12.5
Loja,Loja Province,Ecuador,Americas,100,75
Elizabethtown,Kentucky,United States of America,Americas,90,0
Ibarra,Imbabura Province,Ecuador,Americas,77.77777778,50
Selah,Washington,United States of America,Americas,75,25
Lake Elsinore,California,United States of America,Americas,50,75
Aliso Viejo,California,United States of America,Americas,100,75
Melbourne,Florida,United States of America,Americas,80,39.28571429
Pouso Alegre,Minas Gerais,Brazil,Americas,87.5,37.5
Paulista,Pernambuco,Brazil,Americas,75,25
Muskegon,Michigan,United States of America,Americas,100,50
Safety Harbor,Florida,United States of America,Americas,100,75
Burns Lake,British Columbia,Canada,Americas,100,50
